team,game_date,pitcher_hand_split,PA,K,BB,HR,H,team_k_rate_vs_hand,team_bb_rate_vs_hand,team_hr_rate_vs_hand,team_h_rate_vs_hand,team_hand_key,team_k_rate_vs_hand_last7,team_bb_rate_vs_hand_last7,team_hr_rate_vs_hand_last7,team_h_rate_vs_hand_last7,team_k_rate_vs_hand_last10,team_bb_rate_vs_hand_last10,team_hr_rate_vs_hand_last10,team_h_rate_vs_hand_last10,team_k_rate_vs_hand_last14,team_bb_rate_vs_hand_last14,team_hr_rate_vs_hand_last14,team_h_rate_vs_hand_last14,team_k_rate_vs_hand_last21,team_bb_rate_vs_hand_last21,team_hr_rate_vs_hand_last21,team_h_rate_vs_hand_last21,team_k_rate_vs_hand_last30,team_bb_rate_vs_hand_last30,team_hr_rate_vs_hand_last30,team_h_rate_vs_hand_last30,team_k_rate_vs_hand_std,team_bb_rate_vs_hand_std,team_hr_rate_vs_hand_std,team_h_rate_vs_hand_std
ATH,2026-04-12,L,9,4,0,0,0,0.4444,0.0000,0.0000,0.0000,ATH_vs_L,,,,,,,,,,,,,,,,,,,,,,,,
ATH,2026-04-14,L,34,10,8,0,4,0.2941,0.2353,0.0000,0.1176,ATH_vs_L,0.4444,0.0000,0.0000,0.0000,0.4444,0.0000,0.0000,0.0000,0.4444,0.0000,0.0000,0.0000,0.4444,0.0000,0.0000,0.0000,0.4444,0.0000,0.0000,0.0000,0.4444,0.0000,0.0000,0.0000
ATH,2026-04-15,L,8,2,1,0,1,0.2500,0.1250,0.0000,0.1250,ATH_vs_L,0.3693,0.1176,0.0000,0.0588,0.3693,0.1176,0.0000,0.0588,0.3693,0.1176,0.0000,0.0588,0.3693,0.1176,0.0000,0.0588,0.3693,0.1176,0.0000,0.0588,0.3693,0.1176,0.0000,0.0588
ATH,2026-04-16,L,6,0,0,0,3,0.0000,0.0000,0.0000,0.5000,ATH_vs_L,0.3295,0.1201,0.0000,0.0809,0.3295,0.1201,0.0000,0.0809,0.3295,0.1201,0.0000,0.0809,0.3295,0.1201,0.0000,0.0809,0.3295,0.1201,0.0000,0.0809,0.3295,0.1201,0.0000,0.0809
ATH,2026-04-17,L,9,1,2,0,1,0.1111,0.2222,0.0000,0.1111,ATH_vs_L,0.2471,0.0901,0.0000,0.1857,0.2471,0.0901,0.0000,0.1857,0.2471,0.0901,0.0000,0.1857,0.2471,0.0901,0.0000,0.1857,0.2471,0.0901,0.0000,0.1857,0.2471,0.0901,0.0000,0.1857
ATH,2026-04-18,L,14,2,2,0,5,0.1429,0.1429,0.0000,0.3571,ATH_vs_L,0.2199,0.1165,0.0000,0.1708,0.2199,0.1165,0.0000,0.1708,0.2199,0.1165,0.0000,0.1708,0.2199,0.1165,0.0000,0.1708,0.2199,0.1165,0.0000,0.1708,0.2199,0.1165,0.0000,0.1708
ATH,2026-04-19,L,22,7,1,1,2,0.3182,0.0455,0.0455,0.0909,ATH_vs_L,0.2071,0.1209,0.0000,0.2018,0.2071,0.1209,0.0000,0.2018,0.2071,0.1209,0.0000,0.2018,0.2071,0.1209,0.0000,0.2018,0.2071,0.1209,0.0000,0.2018,0.2071,0.1209,0.0000,0.2018
ATH,2026-04-20,L,6,0,0,0,2,0.0000,0.0000,0.0000,0.3333,ATH_vs_L,0.2230,0.1101,0.0065,0.1860,0.2230,0.1101,0.0065,0.1860,0.2230,0.1101,0.0065,0.1860,0.2230,0.1101,0.0065,0.1860,0.2230,0.1101,0.0065,0.1860,0.2230,0.1101,0.0065,0.1860
ATH,2026-04-21,L,5,0,0,1,2,0.0000,0.0000,0.2000,0.4000,ATH_vs_L,0.1595,0.1101,0.0065,0.2336,0.1951,0.0964,0.0057,0.2044,0.1951,0.0964,0.0057,0.2044,0.1951,0.0964,0.0057,0.2044,0.1951,0.0964,0.0057,0.2044,0.1951,0.0964,0.0057,0.2044
ATH,2026-04-22,L,8,2,1,0,2,0.2500,0.1250,0.0000,0.2500,ATH_vs_L,0.1175,0.0765,0.0351,0.2739,0.1734,0.0856,0.0273,0.2261,0.1734,0.0856,0.0273,0.2261,0.1734,0.0856,0.0273,0.2261,0.1734,0.0856,0.0273,0.2261,0.1734,0.0856,0.0273,0.2261
ATH,2026-04-25,L,31,9,3,0,6,0.2903,0.0968,0.0000,0.1935,ATH_vs_L,0.1175,0.0765,0.0351,0.2918,0.1811,0.0896,0.0245,0.2285,0.1811,0.0896,0.0245,0.2285,0.1811,0.0896,0.0245,0.2285,0.1811,0.0896,0.0245,0.2285,0.1811,0.0896,0.0245,0.2285
ATH,2026-04-26,L,5,0,0,0,2,0.0000,0.0000,0.0000,0.4000,ATH_vs_L,0.1589,0.0903,0.0351,0.2480,0.1657,0.0993,0.0245,0.2479,0.1910,0.0902,0.0223,0.2253,0.1910,0.0902,0.0223,0.2253,0.1910,0.0902,0.0223,0.2253,0.1910,0.0902,0.0223,0.2253
ATH,2026-04-28,L,34,8,5,0,7,0.2353,0.1471,0.0000,0.2059,ATH_vs_L,0.1431,0.0586,0.0351,0.2893,0.1362,0.0757,0.0245,0.2761,0.1751,0.0827,0.0205,0.2399,0.1751,0.0827,0.0205,0.2399,0.1751,0.0827,0.0205,0.2399,0.1751,0.0827,0.0205,0.2399
ATH,2026-04-30,L,27,5,2,0,9,0.1852,0.0741,0.0000,0.3333,ATH_vs_L,0.1563,0.0592,0.0351,0.2677,0.1348,0.0779,0.0245,0.2842,0.1797,0.0877,0.0189,0.2373,0.1797,0.0877,0.0189,0.2373,0.1797,0.0877,0.0189,0.2373,0.1797,0.0877,0.0189,0.2373
ATH,2026-05-01,L,28,4,4,1,6,0.1429,0.1429,0.0357,0.2143,ATH_vs_L,0.1373,0.0633,0.0286,0.3023,0.1533,0.0853,0.0245,0.2675,0.1801,0.0867,0.0175,0.2441,0.1801,0.0867,0.0175,0.2441,0.1801,0.0867,0.0175,0.2441,0.1801,0.0867,0.0175,0.2441
ATH,2026-05-02,L,4,1,0,0,1,0.2500,0.0000,0.0000,0.2500,ATH_vs_L,0.1577,0.0837,0.0337,0.2853,0.1565,0.0774,0.0281,0.2778,0.1586,0.0969,0.0201,0.2594,0.1776,0.0904,0.0187,0.2421,0.1776,0.0904,0.0187,0.2421,0.1776,0.0904,0.0187,0.2421
ATH,2026-05-03,L,21,6,0,3,6,0.2857,0.0000,0.1429,0.2857,ATH_vs_L,0.1934,0.0837,0.0051,0.2639,0.1672,0.0631,0.0281,0.2671,0.1554,0.0801,0.0201,0.2689,0.1821,0.0848,0.0176,0.2426,0.1821,0.0848,0.0176,0.2426,0.1821,0.0848,0.0176,0.2426
ATH,2026-05-05,L,29,10,1,0,3,0.3448,0.0345,0.0000,0.1034,ATH_vs_L,0.1985,0.0658,0.0255,0.2690,0.1639,0.0586,0.0379,0.2866,0.1580,0.0712,0.0303,0.2804,0.1882,0.0798,0.0249,0.2452,0.1882,0.0798,0.0249,0.2452,0.1882,0.0798,0.0249,0.2452
ATH,2026-05-06,L,6,3,1,0,1,0.5000,0.1667,0.0000,0.1667,ATH_vs_L,0.2063,0.0569,0.0255,0.2561,0.1984,0.0620,0.0379,0.2636,0.1826,0.0736,0.0303,0.2521,0.1969,0.0773,0.0236,0.2373,0.1969,0.0773,0.0236,0.2373,0.1969,0.0773,0.0236,0.2373
ATH,2026-05-07,L,9,2,1,0,4,0.2222,0.1111,0.0000,0.4444,ATH_vs_L,0.2777,0.0807,0.0255,0.2228,0.2484,0.0787,0.0179,0.2403,0.2104,0.0697,0.0303,0.2560,0.2129,0.0820,0.0223,0.2336,0.2129,0.0820,0.0223,0.2336,0.2129,0.0820,0.0223,0.2336
ATH,2026-05-09,L,5,1,0,0,2,0.2000,0.0000,0.0000,0.4000,ATH_vs_L,0.2758,0.0756,0.0255,0.2568,0.2456,0.0773,0.0179,0.2597,0.2160,0.0674,0.0303,0.2623,0.2134,0.0834,0.0212,0.2441,0.2134,0.0834,0.0212,0.2441,0.2134,0.0834,0.0212,0.2441
ATH,2026-05-10,L,3,2,0,0,0,0.6667,0.0000,0.0000,0.0000,ATH_vs_L,0.2779,0.0650,0.0255,0.2664,0.2366,0.0676,0.0179,0.2804,0.2076,0.0641,0.0270,0.2843,0.2127,0.0795,0.0202,0.2515,0.2127,0.0795,0.0202,0.2515,0.2127,0.0795,0.0202,0.2515
ATH,2026-05-12,L,3,2,0,0,0,0.6667,0.0000,0.0000,0.0000,ATH_vs_L,0.3528,0.0446,0.0204,0.2358,0.3033,0.0676,0.0179,0.2404,0.2552,0.0641,0.0270,0.2605,0.2233,0.0795,0.0202,0.2515,0.2334,0.0759,0.0193,0.2401,0.2334,0.0759,0.0193,0.2401
ATH,2026-05-13,L,27,5,2,1,11,0.1852,0.0741,0.0370,0.4074,ATH_vs_L,0.4123,0.0446,0.0204,0.2000,0.3464,0.0529,0.0179,0.2198,0.3028,0.0641,0.0128,0.2320,0.2410,0.0683,0.0202,0.2459,0.2522,0.0726,0.0184,0.2297,0.2522,0.0726,0.0184,0.2297
ATH,2026-05-14,L,6,0,1,0,3,0.0000,0.1667,0.0000,0.5000,ATH_vs_L,0.3979,0.0552,0.0053,0.2174,0.3464,0.0529,0.0216,0.2272,0.2982,0.0605,0.0154,0.2432,0.2380,0.0658,0.0220,0.2594,0.2494,0.0726,0.0192,0.2371,0.2494,0.0726,0.0192,0.2371
ATH,2026-05-15,L,6,2,0,0,0,0.3333,0.0000,0.0000,0.0000,ATH_vs_L,0.3487,0.0741,0.0053,0.2741,0.3321,0.0553,0.0180,0.2558,0.2775,0.0655,0.0154,0.2651,0.2380,0.0738,0.0220,0.2594,0.2394,0.0764,0.0184,0.2476,0.2394,0.0764,0.0184,0.2476
ATH,2026-05-16,L,7,1,2,0,0,0.1429,0.2857,0.0000,0.0000,ATH_vs_L,0.3249,0.0503,0.0053,0.2503,0.3405,0.0553,0.0180,0.2308,0.3013,0.0655,0.0154,0.2365,0.2485,0.0632,0.0220,0.2541,0.2430,0.0734,0.0177,0.2381,0.2430,0.0734,0.0177,0.2381
ATH,2026-05-17,L,3,2,0,0,0,0.6667,0.0000,0.0000,0.0000,ATH_vs_L,0.3135,0.0752,0.0053,0.1868,0.3262,0.0839,0.0037,0.2022,0.2947,0.0754,0.0154,0.2218,0.2485,0.0700,0.0220,0.2371,0.2393,0.0813,0.0171,0.2293,0.2393,0.0813,0.0171,0.2293
ATH,2026-05-19,L,32,9,2,0,10,0.2812,0.0625,0.0000,0.3125,ATH_vs_L,0.3802,0.0752,0.0053,0.1296,0.3584,0.0804,0.0037,0.1919,0.3291,0.0701,0.0154,0.1980,0.2651,0.0678,0.0198,0.2328,0.2546,0.0784,0.0165,0.2211,0.2546,0.0784,0.0165,0.2211
ATH,2026-05-20,L,1,0,0,0,0,0.0000,0.0000,0.0000,0.0000,ATH_vs_L,0.3251,0.0841,0.0053,0.1743,0.3365,0.0700,0.0037,0.2064,0.3390,0.0644,0.0128,0.2050,0.2785,0.0708,0.0198,0.2318,0.2555,0.0779,0.0159,0.2242,0.2555,0.0779,0.0159,0.2242
ATH,2026-05-22,L,4,3,0,0,0,0.7500,0.0000,0.0000,0.0000,ATH_vs_L,0.2299,0.0841,0.0053,0.1743,0.3143,0.0589,0.0037,0.1620,0.3211,0.0644,0.0128,0.1872,0.2785,0.0708,0.0103,0.2127,0.2470,0.0753,0.0154,0.2167,0.2470,0.0753,0.0154,0.2167
ATH,2026-04-12,R,25,6,3,1,4,0.2400,0.1200,0.0400,0.1600,ATH_vs_R,,,,,,,,,,,,,,,,,,,,,,,,
ATH,2026-04-13,R,34,8,2,1,5,0.2353,0.0588,0.0294,0.1471,ATH_vs_R,0.2400,0.1200,0.0400,0.1600,0.2400,0.1200,0.0400,0.1600,0.2400,0.1200,0.0400,0.1600,0.2400,0.1200,0.0400,0.1600,0.2400,0.1200,0.0400,0.1600,0.2400,0.1200,0.0400,0.1600
ATH,2026-04-14,R,1,1,0,0,0,1.0000,0.0000,0.0000,0.0000,ATH_vs_R,0.2376,0.0894,0.0347,0.1535,0.2376,0.0894,0.0347,0.1535,0.2376,0.0894,0.0347,0.1535,0.2376,0.0894,0.0347,0.1535,0.2376,0.0894,0.0347,0.1535,0.2376,0.0894,0.0347,0.1535
ATH,2026-04-15,R,30,9,5,2,6,0.3000,0.1667,0.0667,0.2000,ATH_vs_R,0.4918,0.0596,0.0231,0.1024,0.4918,0.0596,0.0231,0.1024,0.4918,0.0596,0.0231,0.1024,0.4918,0.0596,0.0231,0.1024,0.4918,0.0596,0.0231,0.1024,0.4918,0.0596,0.0231,0.1024
ATH,2026-04-16,R,37,3,4,0,10,0.0811,0.1081,0.0000,0.2703,ATH_vs_R,0.4438,0.0864,0.0340,0.1268,0.4438,0.0864,0.0340,0.1268,0.4438,0.0864,0.0340,0.1268,0.4438,0.0864,0.0340,0.1268,0.4438,0.0864,0.0340,0.1268,0.4438,0.0864,0.0340,0.1268
ATH,2026-04-17,R,24,4,2,0,3,0.1667,0.0833,0.0000,0.1250,ATH_vs_R,0.3713,0.0907,0.0272,0.1555,0.3713,0.0907,0.0272,0.1555,0.3713,0.0907,0.0272,0.1555,0.3713,0.0907,0.0272,0.1555,0.3713,0.0907,0.0272,0.1555,0.3713,0.0907,0.0272,0.1555
ATH,2026-04-18,R,38,4,8,2,5,0.1053,0.2105,0.0526,0.1316,ATH_vs_R,0.3372,0.0895,0.0227,0.1504,0.3372,0.0895,0.0227,0.1504,0.3372,0.0895,0.0227,0.1504,0.3372,0.0895,0.0227,0.1504,0.3372,0.0895,0.0227,0.1504,0.3372,0.0895,0.0227,0.1504
ATH,2026-04-19,R,15,4,2,0,3,0.2667,0.1333,0.0000,0.2000,ATH_vs_R,0.3040,0.1068,0.0270,0.1477,0.3040,0.1068,0.0270,0.1477,0.3040,0.1068,0.0270,0.1477,0.3040,0.1068,0.0270,0.1477,0.3040,0.1068,0.0270,0.1477,0.3040,0.1068,0.0270,0.1477
ATH,2026-04-20,R,34,4,2,3,11,0.1176,0.0588,0.0882,0.3235,ATH_vs_R,0.3079,0.1087,0.0212,0.1534,0.2994,0.1101,0.0236,0.1542,0.2994,0.1101,0.0236,0.1542,0.2994,0.1101,0.0236,0.1542,0.2994,0.1101,0.0236,0.1542,0.2994,0.1101,0.0236,0.1542
ATH,2026-04-21,R,39,10,4,1,11,0.2564,0.1026,0.0256,0.2821,ATH_vs_R,0.2910,0.1087,0.0296,0.1786,0.2792,0.1044,0.0308,0.1730,0.2792,0.1044,0.0308,0.1730,0.2792,0.1044,0.0308,0.1730,0.2792,0.1044,0.0308,0.1730,0.2792,0.1044,0.0308,0.1730
ATH,2026-04-22,R,32,5,2,1,7,0.1562,0.0625,0.0312,0.2188,ATH_vs_R,0.1848,0.1233,0.0333,0.2189,0.2769,0.1042,0.0303,0.1839,0.2769,0.1042,0.0303,0.1839,0.2769,0.1042,0.0303,0.1839,0.2769,0.1042,0.0303,0.1839,0.2769,0.1042,0.0303,0.1839
ATH,2026-04-24,R,37,5,1,5,9,0.1351,0.0270,0.1351,0.2432,ATH_vs_R,0.1643,0.1085,0.0283,0.2216,0.2685,0.0985,0.0294,0.1898,0.2659,0.1004,0.0303,0.1871,0.2659,0.1004,0.0303,0.1871,0.2659,0.1004,0.0303,0.1871,0.2659,0.1004,0.0303,0.1871
ATH,2026-04-25,R,7,1,0,0,1,0.1429,0.0000,0.0000,0.1429,ATH_vs_R,0.1720,0.0969,0.0476,0.2177,0.2585,0.0953,0.0400,0.1994,0.2550,0.0943,0.0391,0.1918,0.2550,0.0943,0.0391,0.1918,0.2550,0.0943,0.0391,0.1918,0.2550,0.0943,0.0391,0.1918
ATH,2026-04-26,R,35,5,4,0,8,0.1429,0.1143,0.0000,0.2286,ATH_vs_R,0.1686,0.0850,0.0476,0.2203,0.1728,0.0953,0.0400,0.2137,0.2464,0.0871,0.0361,0.1880,0.2464,0.0871,0.0361,0.1880,0.2464,0.0871,0.0361,0.1880,0.2464,0.0871,0.0361,0.1880
ATH,2026-04-28,R,10,3,1,0,1,0.3000,0.1000,0.0000,0.1000,ATH_vs_R,0.1740,0.0712,0.0400,0.2341,0.1571,0.0901,0.0333,0.2166,0.2390,0.0890,0.0335,0.1909,0.2390,0.0890,0.0335,0.1909,0.2390,0.0890,0.0335,0.1909,0.2390,0.0890,0.0335,0.1909
ATH,2026-04-29,R,38,7,5,1,10,0.1842,0.1316,0.0263,0.2632,ATH_vs_R,0.1787,0.0665,0.0400,0.2199,0.1790,0.0892,0.0333,0.1996,0.2433,0.0876,0.0306,0.1866,0.2431,0.0897,0.0313,0.1849,0.2431,0.0897,0.0313,0.1849,0.2431,0.0897,0.0313,0.1849
ATH,2026-04-30,R,10,0,1,0,2,0.0000,0.1000,0.0000,0.2000,ATH_vs_R,0.1882,0.0769,0.0312,0.2112,0.1807,0.0941,0.0359,0.2134,0.2396,0.0928,0.0304,0.1949,0.2394,0.0923,0.0310,0.1898,0.2394,0.0923,0.0310,0.1898,0.2394,0.0923,0.0310,0.1898
ATH,2026-05-01,R,14,2,2,0,3,0.1429,0.1429,0.0000,0.2143,ATH_vs_R,0.1516,0.0765,0.0275,0.1995,0.1702,0.0830,0.0307,0.2202,0.1682,0.0999,0.0304,0.2092,0.2253,0.0928,0.0291,0.1904,0.2253,0.0928,0.0291,0.1904,0.2253,0.0928,0.0291,0.1904
ATH,2026-05-02,R,38,4,2,2,13,0.1053,0.0526,0.0526,0.3421,ATH_vs_R,0.1497,0.0880,0.0231,0.1989,0.1578,0.0840,0.0307,0.2216,0.1570,0.0982,0.0257,0.2102,0.2207,0.0956,0.0275,0.1917,0.2207,0.0956,0.0275,0.1917,0.2207,0.0956,0.0275,0.1917
ATH,2026-05-03,R,17,3,3,0,5,0.1765,0.1765,0.0000,0.2941,ATH_vs_R,0.1454,0.0916,0.0113,0.2130,0.1566,0.0833,0.0271,0.2235,0.1587,0.0942,0.0294,0.2154,0.2147,0.0933,0.0288,0.1996,0.2147,0.0933,0.0288,0.1996,0.2147,0.0933,0.0288,0.1996
ATH,2026-05-05,R,7,2,3,0,1,0.2857,0.4286,0.0000,0.1429,ATH_vs_R,0.1502,0.1168,0.0113,0.2346,0.1486,0.0907,0.0245,0.2247,0.1594,0.1009,0.0294,0.2274,0.2127,0.0975,0.0274,0.2043,0.2127,0.0975,0.0274,0.2043,0.2127,0.0975,0.0274,0.2043
ATH,2026-05-06,R,32,5,3,1,6,0.1562,0.0938,0.0312,0.1875,ATH_vs_R,0.1706,0.1617,0.0113,0.2224,0.1615,0.1273,0.0214,0.2171,0.1723,0.1165,0.0257,0.2283,0.2162,0.1132,0.0261,0.2014,0.2162,0.1132,0.0261,0.2014,0.2162,0.1132,0.0261,0.2014
ATH,2026-05-07,R,35,5,4,4,9,0.1429,0.1143,0.1143,0.2571,ATH_vs_R,0.1501,0.1608,0.0157,0.2349,0.1636,0.1340,0.0110,0.2115,0.1644,0.1136,0.0279,0.2274,0.2122,0.1120,0.0257,0.2027,0.2135,0.1124,0.0263,0.2008,0.2135,0.1124,0.0263,0.2008
ATH,2026-05-08,R,38,12,2,0,8,0.3158,0.0526,0.0000,0.2105,ATH_vs_R,0.1442,0.1584,0.0283,0.2340,0.1636,0.1454,0.0224,0.2230,0.1662,0.1176,0.0298,0.2226,0.2078,0.1146,0.0297,0.2080,0.2104,0.1124,0.0302,0.2032,0.2104,0.1124,0.0302,0.2032
ATH,2026-05-09,R,37,9,4,1,9,0.2432,0.1081,0.0270,0.2432,ATH_vs_R,0.1893,0.1516,0.0283,0.2355,0.1809,0.1393,0.0224,0.2212,0.1705,0.1140,0.0279,0.2175,0.1752,0.1171,0.0297,0.2180,0.2148,0.1099,0.0289,0.2035,0.2148,0.1099,0.0289,0.2035
ATH,2026-05-10,R,32,8,4,0,4,0.2500,0.1250,0.0000,0.1250,ATH_vs_R,0.2037,0.1466,0.0322,0.2396,0.1753,0.1401,0.0252,0.2355,0.1767,0.1173,0.0276,0.2193,0.1725,0.1144,0.0278,0.2200,0.2160,0.1099,0.0288,0.2051,0.2160,0.1099,0.0288,0.2051
ATH,2026-05-12,R,33,5,5,1,6,0.1515,0.1515,0.0303,0.1818,ATH_vs_R,0.2243,0.1570,0.0247,0.2086,0.1818,0.1394,0.0225,0.2217,0.1849,0.1243,0.0180,0.2108,0.1806,0.1152,0.0278,0.2131,0.2173,0.1105,0.0277,0.2020,0.2173,0.1105,0.0277,0.2020
ATH,2026-05-13,R,10,1,0,1,2,0.1000,0.0000,0.1000,0.2000,ATH_vs_R,0.2208,0.1534,0.0290,0.1926,0.1970,0.1446,0.0255,0.2199,0.1855,0.1351,0.0201,0.2136,0.1799,0.1184,0.0293,0.2158,0.2148,0.1120,0.0278,0.2013,0.2148,0.1120,0.0278,0.2013
ATH,2026-05-14,R,34,8,2,2,7,0.2353,0.0588,0.0588,0.2059,ATH_vs_R,0.1942,0.0922,0.0433,0.2007,0.1927,0.1303,0.0355,0.2184,0.1824,0.1270,0.0273,0.2116,0.1796,0.1084,0.0315,0.2191,0.2107,0.1080,0.0304,0.2012,0.2107,0.1080,0.0304,0.2012
ATH,2026-05-15,R,28,7,1,1,10,0.2500,0.0357,0.0357,0.3571,ATH_vs_R,0.2055,0.0872,0.0472,0.2034,0.2057,0.1309,0.0362,0.2048,0.1778,0.1240,0.0315,0.2191,0.1781,0.1048,0.0343,0.2194,0.2116,0.1063,0.0314,0.2014,0.2116,0.1063,0.0314,0.2014
ATH,2026-05-16,R,29,7,1,1,6,0.2414,0.0345,0.0345,0.2069,ATH_vs_R,0.2208,0.0760,0.0360,0.2177,0.2131,0.1168,0.0397,0.2111,0.1825,0.1172,0.0321,0.2258,0.1844,0.1037,0.0318,0.2210,0.2129,0.1039,0.0315,0.2066,0.2129,0.1039,0.0315,0.2066
ATH,2026-05-17,R,32,4,5,0,5,0.1250,0.1562,0.0000,0.1562,ATH_vs_R,0.2102,0.0734,0.0409,0.2171,0.2086,0.0774,0.0432,0.2175,0.1998,0.1125,0.0346,0.2263,0.1837,0.1005,0.0322,0.2174,0.2129,0.1011,0.0313,0.2082,0.2138,0.1017,0.0316,0.2066
ATH,2026-05-18,R,39,6,4,0,7,0.1538,0.1026,0.0000,0.1795,ATH_vs_R,0.1933,0.0803,0.0370,0.2047,0.2055,0.0837,0.0401,0.2144,0.1985,0.1134,0.0346,0.2222,0.1822,0.1050,0.0308,0.2144,0.2092,0.1043,0.0303,0.2085,0.2110,0.1034,0.0306,0.2050
ATH,2026-05-19,R,14,0,2,2,5,0.0000,0.1429,0.1429,0.3571,ATH_vs_R,0.1796,0.0770,0.0370,0.2125,0.2066,0.0825,0.0286,0.2066,0.2020,0.1170,0.0308,0.2106,0.1831,0.1085,0.0243,0.2114,0.1810,0.1077,0.0303,0.2144,0.2093,0.1034,0.0297,0.2043
ATH,2026-05-20,R,43,11,6,1,6,0.2558,0.1395,0.0233,0.1395,ATH_vs_R,0.1579,0.0758,0.0531,0.2375,0.1750,0.0915,0.0429,0.2213,0.1893,0.1146,0.0411,0.2151,0.1763,0.1154,0.0311,0.2216,0.1710,0.1070,0.0329,0.2197,0.2031,0.1045,0.0330,0.2087
ATH,2026-05-21,R,44,9,6,0,7,0.2045,0.1364,0.0000,0.1591,ATH_vs_R,0.1802,0.0957,0.0422,0.2289,0.1763,0.0947,0.0425,0.2109,0.1872,0.0940,0.0427,0.2148,0.1817,0.1166,0.0322,0.2173,0.1768,0.1080,0.0337,0.2153,0.2046,0.1055,0.0327,0.2068
ATH,2026-05-22,R,33,5,5,0,8,0.1515,0.1515,0.0000,0.2424,ATH_vs_R,0.1758,0.1068,0.0338,0.2222,0.1717,0.0958,0.0425,0.2143,0.1907,0.0970,0.0405,0.2128,0.1771,0.1183,0.0322,0.2202,0.1781,0.1098,0.0337,0.2165,0.2046,0.1064,0.0318,0.2054
ATL,2026-04-12,L,18,1,1,0,8,0.0556,0.0556,0.0000,0.4444,ATL_vs_L,,,,,,,,,,,,,,,,,,,,,,,,
ATL,2026-04-13,L,4,1,0,0,0,0.2500,0.0000,0.0000,0.0000,ATL_vs_L,0.0556,0.0556,0.0000,0.4444,0.0556,0.0556,0.0000,0.4444,0.0556,0.0556,0.0000,0.4444,0.0556,0.0556,0.0000,0.4444,0.0556,0.0556,0.0000,0.4444,0.0556,0.0556,0.0000,0.4444
ATL,2026-04-15,L,14,2,0,2,6,0.1429,0.0000,0.1429,0.4286,ATL_vs_L,0.1528,0.0278,0.0000,0.2222,0.1528,0.0278,0.0000,0.2222,0.1528,0.0278,0.0000,0.2222,0.1528,0.0278,0.0000,0.2222,0.1528,0.0278,0.0000,0.2222,0.1528,0.0278,0.0000,0.2222
ATL,2026-04-17,L,11,1,1,0,2,0.0909,0.0909,0.0000,0.1818,ATL_vs_L,0.1495,0.0185,0.0476,0.2910,0.1495,0.0185,0.0476,0.2910,0.1495,0.0185,0.0476,0.2910,0.1495,0.0185,0.0476,0.2910,0.1495,0.0185,0.0476,0.2910,0.1495,0.0185,0.0476,0.2910
ATL,2026-04-18,L,38,11,3,0,10,0.2895,0.0789,0.0000,0.2632,ATL_vs_L,0.1348,0.0366,0.0357,0.2637,0.1348,0.0366,0.0357,0.2637,0.1348,0.0366,0.0357,0.2637,0.1348,0.0366,0.0357,0.2637,0.1348,0.0366,0.0357,0.2637,0.1348,0.0366,0.0357,0.2637
ATL,2026-04-19,L,10,3,1,0,2,0.3000,0.1000,0.0000,0.2000,ATL_vs_L,0.1658,0.0451,0.0286,0.2636,0.1658,0.0451,0.0286,0.2636,0.1658,0.0451,0.0286,0.2636,0.1658,0.0451,0.0286,0.2636,0.1658,0.0451,0.0286,0.2636,0.1658,0.0451,0.0286,0.2636
ATL,2026-04-20,L,3,0,1,0,1,0.0000,0.3333,0.0000,0.3333,ATL_vs_L,0.1881,0.0542,0.0238,0.2530,0.1881,0.0542,0.0238,0.2530,0.1881,0.0542,0.0238,0.2530,0.1881,0.0542,0.0238,0.2530,0.1881,0.0542,0.0238,0.2530,0.1881,0.0542,0.0238,0.2530
ATL,2026-04-21,L,30,3,3,2,6,0.1000,0.1000,0.0667,0.2000,ATL_vs_L,0.1613,0.0941,0.0204,0.2645,0.1613,0.0941,0.0204,0.2645,0.1613,0.0941,0.0204,0.2645,0.1613,0.0941,0.0204,0.2645,0.1613,0.0941,0.0204,0.2645,0.1613,0.0941,0.0204,0.2645
ATL,2026-04-22,L,6,0,1,0,1,0.0000,0.1667,0.0000,0.1667,ATL_vs_L,0.1676,0.1005,0.0299,0.2296,0.1536,0.0948,0.0262,0.2564,0.1536,0.0948,0.0262,0.2564,0.1536,0.0948,0.0262,0.2564,0.1536,0.0948,0.0262,0.2564,0.1536,0.0948,0.0262,0.2564
ATL,2026-04-23,L,8,2,2,0,2,0.2500,0.2500,0.0000,0.2500,ATL_vs_L,0.1319,0.1243,0.0299,0.2534,0.1365,0.1028,0.0233,0.2464,0.1365,0.1028,0.0233,0.2464,0.1365,0.1028,0.0233,0.2464,0.1365,0.1028,0.0233,0.2464,0.1365,0.1028,0.0233,0.2464
ATL,2026-04-24,L,9,1,1,0,1,0.1111,0.1111,0.0000,0.1111,ATL_vs_L,0.1472,0.1600,0.0095,0.2279,0.1479,0.1175,0.0210,0.2468,0.1479,0.1175,0.0210,0.2468,0.1479,0.1175,0.0210,0.2468,0.1479,0.1175,0.0210,0.2468,0.1479,0.1175,0.0210,0.2468
ATL,2026-04-25,L,12,0,0,0,6,0.0000,0.0000,0.0000,0.5000,ATL_vs_L,0.1501,0.1629,0.0095,0.2178,0.1534,0.1231,0.0210,0.2135,0.1445,0.1170,0.0190,0.2345,0.1445,0.1170,0.0190,0.2345,0.1445,0.1170,0.0190,0.2345,0.1445,0.1170,0.0190,0.2345
