pitcher,game_date,opponent_team,pitches,BF,K,BB,HR,H,R,outs,avg_velocity,avg_spin,swings,whiffs,called_strikes,first_pitches,first_pitch_strikes,in_zone,bip,hard_hits,barrels,avg_ev_allowed,fb_pitches,br_pitches,off_pitches,fb_velo,br_velo,off_velo,swings_fb,swings_br,swings_off,whiffs_fb,whiffs_br,whiffs_off,whiff_rate,csw_pct,zone_pct,f_strike_pct,hard_hit_pct,barrel_pct,fb_pct,br_pct,off_pct,whiff_rate_fb,whiff_rate_br,whiff_rate_off,velo_sep_fb_off,velo_sep_fb_br,is_actual_starter,team,pitcher_name,pitcher_hand,pitcher_bb_rate_vs_hand_L,pitcher_bb_rate_vs_hand_R,pitcher_bb_rate_vs_hand_last10_L,pitcher_bb_rate_vs_hand_last10_R,pitcher_bb_rate_vs_hand_std_L,pitcher_bb_rate_vs_hand_std_R,pitcher_h_rate_vs_hand_L,pitcher_h_rate_vs_hand_R,pitcher_h_rate_vs_hand_last10_L,pitcher_h_rate_vs_hand_last10_R,pitcher_h_rate_vs_hand_std_L,pitcher_h_rate_vs_hand_std_R,pitcher_hr_rate_vs_hand_L,pitcher_hr_rate_vs_hand_R,pitcher_hr_rate_vs_hand_last10_L,pitcher_hr_rate_vs_hand_last10_R,pitcher_hr_rate_vs_hand_std_L,pitcher_hr_rate_vs_hand_std_R,pitcher_k_rate_vs_hand_L,pitcher_k_rate_vs_hand_R,pitcher_k_rate_vs_hand_last10_L,pitcher_k_rate_vs_hand_last10_R,pitcher_k_rate_vs_hand_std_L,pitcher_k_rate_vs_hand_std_R,IP,K_rate,BB_rate,HR_rate,H_rate,BF_per_IP,pitches_per_BF,pitches_per_IP,pitch_pct_CH,pitch_pct_CS,pitch_pct_CU,pitch_pct_EP,pitch_pct_FA,pitch_pct_FC,pitch_pct_FF,pitch_pct_FO,pitch_pct_FS,pitch_pct_FT,pitch_pct_KC,pitch_pct_KN,pitch_pct_PO,pitch_pct_SI,pitch_pct_SL,pitch_pct_ST,pitch_pct_SV,pitch_pct_UN,K_rate_last7,BB_rate_last7,HR_rate_last7,H_rate_last7,IP_last7,avg_velocity_last7,avg_spin_last7,BF_last7,outs_last7,pitches_last7,K_last7,BB_last7,HR_last7,H_last7,BF_per_IP_last7,pitches_per_BF_last7,pitches_per_IP_last7,whiff_rate_last7,csw_pct_last7,zone_pct_last7,f_strike_pct_last7,hard_hit_pct_last7,barrel_pct_last7,avg_ev_allowed_last7,fb_pct_last7,br_pct_last7,off_pct_last7,fb_velo_last7,whiff_rate_fb_last7,whiff_rate_br_last7,whiff_rate_off_last7,br_velo_last7,off_velo_last7,velo_sep_fb_off_last7,velo_sep_fb_br_last7,K_rate_last10,BB_rate_last10,HR_rate_last10,H_rate_last10,IP_last10,avg_velocity_last10,avg_spin_last10,BF_last10,outs_last10,pitches_last10,K_last10,BB_last10,HR_last10,H_last10,BF_per_IP_last10,pitches_per_BF_last10,pitches_per_IP_last10,whiff_rate_last10,csw_pct_last10,zone_pct_last10,f_strike_pct_last10,hard_hit_pct_last10,barrel_pct_last10,avg_ev_allowed_last10,fb_pct_last10,br_pct_last10,off_pct_last10,fb_velo_last10,whiff_rate_fb_last10,whiff_rate_br_last10,whiff_rate_off_last10,br_velo_last10,off_velo_last10,velo_sep_fb_off_last10,velo_sep_fb_br_last10,K_rate_last14,BB_rate_last14,HR_rate_last14,H_rate_last14,IP_last14,avg_velocity_last14,avg_spin_last14,BF_last14,outs_last14,pitches_last14,K_last14,BB_last14,HR_last14,H_last14,BF_per_IP_last14,pitches_per_BF_last14,pitches_per_IP_last14,whiff_rate_last14,csw_pct_last14,zone_pct_last14,f_strike_pct_last14,hard_hit_pct_last14,barrel_pct_last14,avg_ev_allowed_last14,fb_pct_last14,br_pct_last14,off_pct_last14,fb_velo_last14,whiff_rate_fb_last14,whiff_rate_br_last14,whiff_rate_off_last14,br_velo_last14,off_velo_last14,velo_sep_fb_off_last14,velo_sep_fb_br_last14,K_rate_last21,BB_rate_last21,HR_rate_last21,H_rate_last21,IP_last21,avg_velocity_last21,avg_spin_last21,BF_last21,outs_last21,pitches_last21,K_last21,BB_last21,HR_last21,H_last21,BF_per_IP_last21,pitches_per_BF_last21,pitches_per_IP_last21,whiff_rate_last21,csw_pct_last21,zone_pct_last21,f_strike_pct_last21,hard_hit_pct_last21,barrel_pct_last21,avg_ev_allowed_last21,fb_pct_last21,br_pct_last21,off_pct_last21,fb_velo_last21,whiff_rate_fb_last21,whiff_rate_br_last21,whiff_rate_off_last21,br_velo_last21,off_velo_last21,velo_sep_fb_off_last21,velo_sep_fb_br_last21,K_rate_last30,BB_rate_last30,HR_rate_last30,H_rate_last30,IP_last30,avg_velocity_last30,avg_spin_last30,BF_last30,outs_last30,pitches_last30,K_last30,BB_last30,HR_last30,H_last30,BF_per_IP_last30,pitches_per_BF_last30,pitches_per_IP_last30,whiff_rate_last30,csw_pct_last30,zone_pct_last30,f_strike_pct_last30,hard_hit_pct_last30,barrel_pct_last30,avg_ev_allowed_last30,fb_pct_last30,br_pct_last30,off_pct_last30,fb_velo_last30,whiff_rate_fb_last30,whiff_rate_br_last30,whiff_rate_off_last30,br_velo_last30,off_velo_last30,velo_sep_fb_off_last30,velo_sep_fb_br_last30,K_rate_std,BB_rate_std,HR_rate_std,H_rate_std,IP_std,avg_velocity_std,avg_spin_std,BF_std,outs_std,pitches_std,K_std,BB_std,HR_std,H_std,BF_per_IP_std,pitches_per_BF_std,pitches_per_IP_std,whiff_rate_std,csw_pct_std,zone_pct_std,f_strike_pct_std,hard_hit_pct_std,barrel_pct_std,avg_ev_allowed_std,fb_pct_std,br_pct_std,off_pct_std,fb_velo_std,whiff_rate_fb_std,whiff_rate_br_std,whiff_rate_off_std,br_velo_std,off_velo_std,velo_sep_fb_off_std,velo_sep_fb_br_std,BF_last3,outs_last3,pitches_last3,max_ip_last5,max_ip_last10,days_rest,starter_pct_last5,starter_pct_last10,team_k_rate_vs_hand,team_bb_rate_vs_hand,team_hr_rate_vs_hand,team_h_rate_vs_hand,team_k_rate_vs_hand_last10,team_bb_rate_vs_hand_last10,team_hr_rate_vs_hand_last10,team_h_rate_vs_hand_last10,team_k_rate_vs_hand_std,team_bb_rate_vs_hand_std,team_hr_rate_vs_hand_std,team_h_rate_vs_hand_std,park_factor,lineup_k_rate,lineup_k_rate_last10,lineup_bb_rate,lineup_bb_rate_last10,lineup_h_rate,lineup_h_rate_last10,lineup_hr_rate,lineup_hr_rate_last10,lineup_avg_ev,lineup_hard_hit_pct,lineup_n_batters,p_tt_k,p_tt_bb,p_tt_h,p_tt_hr,lineup_tt_k,matchup_k,lineup_tt_bb,matchup_bb,lineup_tt_h,matchup_h,lineup_tt_hr,matchup_hr
453286,2026-04-18,AZ,74,22,1,1,0,5,2,16,88.2946,2261.5541,40,6,10,22,14,32,32,5,0,81.6500,38,26,10,93.0447,82.7692,84.6100,20,14,6,3,2,1,0.1500,0.2162,0.4324,0.6364,0.1562,0.0000,0.5135,0.3514,0.1351,0.1500,0.1429,0.1667,8.4347,10.2755,1,TOR,"Scherzer, Max",R,0.0667,0.0000,,,,,0.2667,0.1429,,,,,0.0000,0.0000,,,,,0.0000,0.1429,,,,,5.3333,0.0455,0.0455,0.0000,0.2273,4.1250,3.3636,13.8750,0.1351,,0.1351,,,0.0135,0.5000,,,,,,,,0.2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0938,0.0625,0.0312,0.2500,0.2944,0.0411,0.0266,0.2023,0.2944,0.0411,0.0266,0.2023,104,0.0833,0.2100,0.0556,0.0729,0.2593,0.2535,0.0278,0.0354,82.0704,0.0250,9,0.2175,0.0905,0.2143,0.0288,0.2186,0.2186,0.0838,0.0838,0.2257,0.2257,0.0297,0.0297
453286,2026-04-24,CLE,83,16,0,3,3,6,7,7,87.0500,2155.3902,39,2,12,16,10,40,36,13,1,83.1528,38,27,17,92.7789,81.3074,83.3647,20,12,7,2,0,0,0.0513,0.1687,0.4819,0.6250,0.3611,0.0278,0.4578,0.3253,0.2048,0.1000,0.0000,0.0000,9.4142,11.4715,1,TOR,"Scherzer, Max",R,0.1429,0.5000,0.0667,0.0000,0.0667,0.0000,0.3571,0.5000,0.2667,0.1429,0.2667,0.1429,0.2143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.1429,2.3333,0.0000,0.1875,0.1875,0.3750,6.8571,5.1875,35.5714,0.2073,,0.1463,,,,0.4634,,,,,,,,0.1829,,,,0.0455,0.0455,0.0000,0.2273,5.3333,88.2946,2261.5541,22.0000,16.0000,74.0000,1.0000,1.0000,0.0000,5.0000,4.1250,3.3636,13.8750,0.1500,0.2162,0.4324,0.6364,0.1562,0.0000,81.6500,0.5135,0.3514,0.1351,93.0447,0.1500,0.1429,0.1667,82.7692,84.6100,8.4347,10.2755,0.0455,0.0455,0.0000,0.2273,5.3333,88.2946,2261.5541,22.0000,16.0000,74.0000,1.0000,1.0000,0.0000,5.0000,4.1250,3.3636,13.8750,0.1500,0.2162,0.4324,0.6364,0.1562,0.0000,81.6500,0.5135,0.3514,0.1351,93.0447,0.1500,0.1429,0.1667,82.7692,84.6100,8.4347,10.2755,0.0455,0.0455,0.0000,0.2273,5.3333,88.2946,2261.5541,22.0000,16.0000,74.0000,1.0000,1.0000,0.0000,5.0000,4.1250,3.3636,13.8750,0.1500,0.2162,0.4324,0.6364,0.1562,0.0000,81.6500,0.5135,0.3514,0.1351,93.0447,0.1500,0.1429,0.1667,82.7692,84.6100,8.4347,10.2755,0.0455,0.0455,0.0000,0.2273,5.3333,88.2946,2261.5541,22.0000,16.0000,74.0000,1.0000,1.0000,0.0000,5.0000,4.1250,3.3636,13.8750,0.1500,0.2162,0.4324,0.6364,0.1562,0.0000,81.6500,0.5135,0.3514,0.1351,93.0447,0.1500,0.1429,0.1667,82.7692,84.6100,8.4347,10.2755,0.0455,0.0455,0.0000,0.2273,5.3333,88.2946,2261.5541,22.0000,16.0000,74.0000,1.0000,1.0000,0.0000,5.0000,4.1250,3.3636,13.8750,0.1500,0.2162,0.4324,0.6364,0.1562,0.0000,81.6500,0.5135,0.3514,0.1351,93.0447,0.1500,0.1429,0.1667,82.7692,84.6100,8.4347,10.2755,0.0455,0.0455,0.0000,0.2273,5.3333,88.2946,2261.5541,22.0000,16.0000,74.0000,1.0000,1.0000,0.0000,5.0000,4.1250,3.3636,13.8750,0.1500,0.2162,0.4324,0.6364,0.1562,0.0000,81.6500,0.5135,0.3514,0.1351,93.0447,0.1500,0.1429,0.1667,82.7692,84.6100,8.4347,10.2755,22.0000,16.0000,74.0000,5.3333,5.3333,6.0000,1.0000,1.0000,0.1562,0.1250,0.0938,0.2500,0.2519,0.1148,0.0213,0.1937,0.2519,0.1148,0.0213,0.1937,104,0.1278,0.2665,0.1148,0.1265,0.2907,0.1907,0.0926,0.0260,84.7702,0.0610,9,0.1764,0.0835,0.2178,0.0268,0.2112,0.1710,0.0967,0.0893,0.2210,0.2245,0.0298,0.0278
500779,2026-04-15,HOU,76,18,1,4,1,3,3,11,86.5173,2030.5200,34,7,7,18,8,28,24,5,0,82.1833,42,17,16,89.6167,79.7353,85.5875,18,7,9,4,1,2,0.2059,0.1842,0.3684,0.4444,0.2083,0.0000,0.5526,0.2237,0.2105,0.2222,0.1429,0.2222,4.0292,9.8814,1,COL,"Quintana, Jose",L,0.2500,0.2143,,,,,0.2500,0.1429,,,,,0.2500,0.0000,,,,,0.0000,0.0714,,,,,3.6667,0.0556,0.2222,0.0556,0.1667,4.9091,4.2222,20.7273,0.2133,,0.0667,,,,0.3867,,,,,,,0.1733,,,0.1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0556,0.2222,0.0556,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112,0.0556,0.0000,0.2222,0.0000,0.1667,0.0000,0.0556,0.0000,82.9845,0.2593,9,0.2175,0.0905,0.2143,0.0288,0.2157,0.2157,0.0881,0.0881,0.2142,0.2142,0.0287,0.0287
500779,2026-04-20,LAD,90,25,1,1,2,8,4,15,86.1500,1966.6222,40,5,12,25,14,41,34,11,1,84.0412,42,27,21,90.1476,80.2074,85.7952,23,10,7,2,2,1,0.1250,0.1889,0.4556,0.5600,0.3235,0.0294,0.4667,0.3000,0.2333,0.0870,0.2000,0.1429,4.3524,9.9402,1,COL,"Quintana, Jose",L,0.1250,0.0000,0.2500,0.2143,0.2500,0.2143,0.3750,0.2941,0.2500,0.1429,0.2500,0.1429,0.1250,0.0588,0.2500,0.0000,0.2500,0.0000,0.1250,0.0000,0.0000,0.0714,0.0000,0.0714,5.0000,0.0400,0.0400,0.0800,0.3200,5.0000,3.6000,18.0000,0.2333,,0.1889,,,,0.2444,,,,,,,0.2222,,,0.1111,,0.0556,0.2222,0.0556,0.1667,3.6667,86.5173,2030.5200,18.0000,11.0000,76.0000,1.0000,4.0000,1.0000,3.0000,4.9091,4.2222,20.7273,0.2059,0.1842,0.3684,0.4444,0.2083,0.0000,82.1833,0.5526,0.2237,0.2105,89.6167,0.2222,0.1429,0.2222,79.7353,85.5875,4.0292,9.8814,0.0556,0.2222,0.0556,0.1667,3.6667,86.5173,2030.5200,18.0000,11.0000,76.0000,1.0000,4.0000,1.0000,3.0000,4.9091,4.2222,20.7273,0.2059,0.1842,0.3684,0.4444,0.2083,0.0000,82.1833,0.5526,0.2237,0.2105,89.6167,0.2222,0.1429,0.2222,79.7353,85.5875,4.0292,9.8814,0.0556,0.2222,0.0556,0.1667,3.6667,86.5173,2030.5200,18.0000,11.0000,76.0000,1.0000,4.0000,1.0000,3.0000,4.9091,4.2222,20.7273,0.2059,0.1842,0.3684,0.4444,0.2083,0.0000,82.1833,0.5526,0.2237,0.2105,89.6167,0.2222,0.1429,0.2222,79.7353,85.5875,4.0292,9.8814,0.0556,0.2222,0.0556,0.1667,3.6667,86.5173,2030.5200,18.0000,11.0000,76.0000,1.0000,4.0000,1.0000,3.0000,4.9091,4.2222,20.7273,0.2059,0.1842,0.3684,0.4444,0.2083,0.0000,82.1833,0.5526,0.2237,0.2105,89.6167,0.2222,0.1429,0.2222,79.7353,85.5875,4.0292,9.8814,0.0556,0.2222,0.0556,0.1667,3.6667,86.5173,2030.5200,18.0000,11.0000,76.0000,1.0000,4.0000,1.0000,3.0000,4.9091,4.2222,20.7273,0.2059,0.1842,0.3684,0.4444,0.2083,0.0000,82.1833,0.5526,0.2237,0.2105,89.6167,0.2222,0.1429,0.2222,79.7353,85.5875,4.0292,9.8814,0.0556,0.2222,0.0556,0.1667,3.6667,86.5173,2030.5200,18.0000,11.0000,76.0000,1.0000,4.0000,1.0000,3.0000,4.9091,4.2222,20.7273,0.2059,0.1842,0.3684,0.4444,0.2083,0.0000,82.1833,0.5526,0.2237,0.2105,89.6167,0.2222,0.1429,0.2222,79.7353,85.5875,4.0292,9.8814,18.0000,11.0000,76.0000,3.6667,3.6667,5.0000,1.0000,1.0000,0.0400,0.0400,0.0800,0.3200,0.2393,0.1387,0.0080,0.2033,0.2393,0.1387,0.0080,0.2033,112,0.0556,0.3040,0.0370,0.1296,0.3148,0.1373,0.0741,0.0370,81.8173,0.1997,9,0.1844,0.1077,0.2033,0.0303,0.2264,0.1922,0.0905,0.1077,0.2169,0.2058,0.0295,0.0311
500779,2026-04-26,NYM,86,20,5,2,1,2,1,16,84.7988,2028.5581,36,8,14,20,12,36,27,5,0,79.6556,38,36,11,89.8316,79.2222,85.3727,14,17,5,3,2,3,0.2222,0.2558,0.4186,0.6000,0.1852,0.0000,0.4419,0.4186,0.1279,0.2143,0.1176,0.6000,4.4589,10.6094,1,COL,"Quintana, Jose",L,0.0000,0.1333,0.1875,0.1071,0.1875,0.1071,0.0000,0.1333,0.3125,0.2185,0.3125,0.2185,0.0000,0.0667,0.1875,0.0294,0.1875,0.0294,0.6000,0.1333,0.0625,0.0357,0.0625,0.0357,5.3333,0.2500,0.1000,0.0500,0.1000,3.7500,4.3000,16.1250,0.1294,,0.2471,,,,0.2353,,,,,,,0.2118,,,0.1765,,0.0478,0.1311,0.0678,0.2433,4.3333,86.3337,1998.5711,21.5000,13.0000,83.0000,1.0000,2.5000,1.5000,5.5000,4.9545,3.9111,19.3636,0.1654,0.1865,0.4120,0.5022,0.2659,0.0147,83.1123,0.5096,0.2618,0.2219,89.8821,0.1546,0.1714,0.1825,79.9714,85.6914,4.1908,9.9108,0.0478,0.1311,0.0678,0.2433,4.3333,86.3337,1998.5711,21.5000,13.0000,83.0000,1.0000,2.5000,1.5000,5.5000,4.9545,3.9111,19.3636,0.1654,0.1865,0.4120,0.5022,0.2659,0.0147,83.1123,0.5096,0.2618,0.2219,89.8821,0.1546,0.1714,0.1825,79.9714,85.6914,4.1908,9.9108,0.0478,0.1311,0.0678,0.2433,4.3333,86.3337,1998.5711,21.5000,13.0000,83.0000,1.0000,2.5000,1.5000,5.5000,4.9545,3.9111,19.3636,0.1654,0.1865,0.4120,0.5022,0.2659,0.0147,83.1123,0.5096,0.2618,0.2219,89.8821,0.1546,0.1714,0.1825,79.9714,85.6914,4.1908,9.9108,0.0478,0.1311,0.0678,0.2433,4.3333,86.3337,1998.5711,21.5000,13.0000,83.0000,1.0000,2.5000,1.5000,5.5000,4.9545,3.9111,19.3636,0.1654,0.1865,0.4120,0.5022,0.2659,0.0147,83.1123,0.5096,0.2618,0.2219,89.8821,0.1546,0.1714,0.1825,79.9714,85.6914,4.1908,9.9108,0.0478,0.1311,0.0678,0.2433,4.3333,86.3337,1998.5711,21.5000,13.0000,83.0000,1.0000,2.5000,1.5000,5.5000,4.9545,3.9111,19.3636,0.1654,0.1865,0.4120,0.5022,0.2659,0.0147,83.1123,0.5096,0.2618,0.2219,89.8821,0.1546,0.1714,0.1825,79.9714,85.6914,4.1908,9.9108,0.0478,0.1311,0.0678,0.2433,4.3333,86.3337,1998.5711,21.5000,13.0000,83.0000,1.0000,2.5000,1.5000,5.5000,4.9545,3.9111,19.3636,0.1654,0.1865,0.4120,0.5022,0.2659,0.0147,83.1123,0.5096,0.2618,0.2219,89.8821,0.1546,0.1714,0.1825,79.9714,85.6914,4.1908,9.9108,21.5000,13.0000,83.0000,5.0000,5.0000,6.0000,1.0000,1.0000,0.2500,0.1000,0.0500,0.1000,0.3804,0.0476,0.0000,0.1226,0.3804,0.0476,0.0000,0.1226,112,0.3055,0.2833,0.0555,0.1153,0.1667,0.1884,0.0833,0.0000,84.2509,0.1824,9,0.1525,0.0973,0.2316,0.0339,0.2178,0.1526,0.0871,0.0936,0.2099,0.2270,0.0276,0.0325
500779,2026-05-01,ATL,85,23,3,0,1,5,1,17,85.1765,1995.8588,46,12,9,23,16,29,33,8,2,84.1455,40,30,15,89.4825,79.5400,84.9667,24,17,5,7,2,3,0.2609,0.2471,0.3412,0.6957,0.2424,0.0606,0.4706,0.3529,0.1765,0.2917,0.1176,0.6000,4.5158,9.9425,1,COL,"Quintana, Jose",L,0.0000,0.0000,0.1250,0.1159,0.1250,0.1159,0.1667,0.2353,0.2083,0.1901,0.2083,0.1901,0.1667,0.0000,0.1250,0.0418,0.1250,0.0418,0.0000,0.1765,0.2417,0.0683,0.2417,0.0683,5.6667,0.1304,0.0000,0.0435,0.2174,4.0588,3.6957,15.0000,0.1765,,0.1882,,,,0.3647,,,,,,,0.1059,,,0.1647,,0.1152,0.1207,0.0619,0.1956,4.6667,85.8221,2008.5668,21.0000,14.0000,84.0000,2.3333,2.3333,1.3333,4.3333,4.5530,4.0407,18.2841,0.1844,0.2096,0.4142,0.5348,0.2390,0.0098,81.9600,0.4871,0.3141,0.1906,89.8653,0.1745,0.1535,0.3217,79.7216,85.5852,4.2801,10.1436,0.1152,0.1207,0.0619,0.1956,4.6667,85.8221,2008.5668,21.0000,14.0000,84.0000,2.3333,2.3333,1.3333,4.3333,4.5530,4.0407,18.2841,0.1844,0.2096,0.4142,0.5348,0.2390,0.0098,81.9600,0.4871,0.3141,0.1906,89.8653,0.1745,0.1535,0.3217,79.7216,85.5852,4.2801,10.1436,0.1152,0.1207,0.0619,0.1956,4.6667,85.8221,2008.5668,21.0000,14.0000,84.0000,2.3333,2.3333,1.3333,4.3333,4.5530,4.0407,18.2841,0.1844,0.2096,0.4142,0.5348,0.2390,0.0098,81.9600,0.4871,0.3141,0.1906,89.8653,0.1745,0.1535,0.3217,79.7216,85.5852,4.2801,10.1436,0.1152,0.1207,0.0619,0.1956,4.6667,85.8221,2008.5668,21.0000,14.0000,84.0000,2.3333,2.3333,1.3333,4.3333,4.5530,4.0407,18.2841,0.1844,0.2096,0.4142,0.5348,0.2390,0.0098,81.9600,0.4871,0.3141,0.1906,89.8653,0.1745,0.1535,0.3217,79.7216,85.5852,4.2801,10.1436,0.1152,0.1207,0.0619,0.1956,4.6667,85.8221,2008.5668,21.0000,14.0000,84.0000,2.3333,2.3333,1.3333,4.3333,4.5530,4.0407,18.2841,0.1844,0.2096,0.4142,0.5348,0.2390,0.0098,81.9600,0.4871,0.3141,0.1906,89.8653,0.1745,0.1535,0.3217,79.7216,85.5852,4.2801,10.1436,0.1152,0.1207,0.0619,0.1956,4.6667,85.8221,2008.5668,21.0000,14.0000,84.0000,2.3333,2.3333,1.3333,4.3333,4.5530,4.0407,18.2841,0.1844,0.2096,0.4142,0.5348,0.2390,0.0098,81.9600,0.4871,0.3141,0.1906,89.8653,0.1745,0.1535,0.3217,79.7216,85.5852,4.2801,10.1436,21.0000,14.0000,84.0000,5.3333,5.3333,5.0000,1.0000,1.0000,0.1304,0.0000,0.0435,0.2174,0.1198,0.0961,0.0171,0.2509,0.1454,0.0804,0.0196,0.2517,112,0.1250,0.1963,0.0000,0.0744,0.2291,0.2265,0.0417,0.0135,81.9263,0.0897,9,0.1671,0.0976,0.2102,0.0348,0.2149,0.1649,0.0868,0.0936,0.2272,0.2230,0.0287,0.0347
500779,2026-05-07,NYM,74,22,2,2,0,5,2,15,84.8824,2024.8649,36,7,7,22,12,33,27,4,0,78.2704,32,28,14,89.2781,79.7643,85.0714,16,14,6,2,5,0,0.1944,0.1892,0.4459,0.5455,0.1481,0.0000,0.4324,0.3784,0.1892,0.1250,0.3571,0.0000,4.2067,9.5138,1,COL,"Quintana, Jose",L,0.0000,0.1053,0.0938,0.0869,0.0938,0.0869,0.3333,0.2105,0.1979,0.2014,0.1979,0.2014,0.0000,0.0000,0.1354,0.0314,0.1354,0.0314,0.0000,0.1053,0.1812,0.0953,0.1812,0.0953,5.0000,0.0909,0.0909,0.0000,0.2273,4.4000,3.3636,14.8000,0.1892,,0.2027,,,,0.2432,,,,,,,0.1892,,,0.1757,,0.1190,0.0906,0.0573,0.2010,4.9167,85.6607,2005.3898,21.5000,14.7500,84.2500,2.5000,1.7500,1.2500,4.5000,4.4295,3.9545,17.4631,0.2035,0.2190,0.3959,0.5750,0.2399,0.0225,82.5064,0.4829,0.3238,0.1871,89.7696,0.2038,0.1445,0.3913,79.6762,85.4305,4.3391,10.0934,0.1190,0.0906,0.0573,0.2010,4.9167,85.6607,2005.3898,21.5000,14.7500,84.2500,2.5000,1.7500,1.2500,4.5000,4.4295,3.9545,17.4631,0.2035,0.2190,0.3959,0.5750,0.2399,0.0225,82.5064,0.4829,0.3238,0.1871,89.7696,0.2038,0.1445,0.3913,79.6762,85.4305,4.3391,10.0934,0.1190,0.0906,0.0573,0.2010,4.9167,85.6607,2005.3898,21.5000,14.7500,84.2500,2.5000,1.7500,1.2500,4.5000,4.4295,3.9545,17.4631,0.2035,0.2190,0.3959,0.5750,0.2399,0.0225,82.5064,0.4829,0.3238,0.1871,89.7696,0.2038,0.1445,0.3913,79.6762,85.4305,4.3391,10.0934,0.1190,0.0906,0.0573,0.2010,4.9167,85.6607,2005.3898,21.5000,14.7500,84.2500,2.5000,1.7500,1.2500,4.5000,4.4295,3.9545,17.4631,0.2035,0.2190,0.3959,0.5750,0.2399,0.0225,82.5064,0.4829,0.3238,0.1871,89.7696,0.2038,0.1445,0.3913,79.6762,85.4305,4.3391,10.0934,0.1190,0.0906,0.0573,0.2010,4.9167,85.6607,2005.3898,21.5000,14.7500,84.2500,2.5000,1.7500,1.2500,4.5000,4.4295,3.9545,17.4631,0.2035,0.2190,0.3959,0.5750,0.2399,0.0225,82.5064,0.4829,0.3238,0.1871,89.7696,0.2038,0.1445,0.3913,79.6762,85.4305,4.3391,10.0934,0.1190,0.0906,0.0573,0.2010,4.9167,85.6607,2005.3898,21.5000,14.7500,84.2500,2.5000,1.7500,1.2500,4.5000,4.4295,3.9545,17.4631,0.2035,0.2190,0.3959,0.5750,0.2399,0.0225,82.5064,0.4829,0.3238,0.1871,89.7696,0.2038,0.1445,0.3913,79.6762,85.4305,4.3391,10.0934,22.6667,16.0000,87.0000,5.6667,5.6667,6.0000,1.0000,1.0000,0.0870,0.0870,0.0000,0.2174,0.2344,0.0643,0.0050,0.1717,0.3098,0.0378,0.0029,0.1388,112,0.0926,0.2125,0.0926,0.0390,0.2130,0.1940,0.0000,0.0063,79.2393,0.2057,9,0.1617,0.0867,0.2114,0.0353,0.2054,0.1521,0.0870,0.0833,0.2095,0.2066,0.0278,0.0341
