player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence
hitter,MIL,ATH,David Hamilton,666152,9.0,SS,Expected Lineup,3.21,,,,,0.71,0.36,0.53,0.26,0.19,0.98,0.02,False,74.0,78.0,74.0,66.0,71.0,69.0,69.0,70.0,72.0,medium,medium,medium,medium,medium,medium,medium,medium,medium
hitter,ATH,MIL,Nick Kurtz,701762,1.0,1B,Expected Lineup,4.19,,,,,1.13,0.95,0.61,0.52,0.31,1.44,0.16,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,MIL,Carlos Cortes,666126,2.0,RF,Expected Lineup,3.21,,,,,0.61,0.37,0.51,0.33,0.23,1.06,0.1,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,MIL,Shea Langeliers,669127,3.0,C,Expected Lineup,4.12,,,,,0.81,0.5,0.7,0.5,0.43,1.63,0.22,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,MIL,Brent Rooker,667670,4.0,DH,Expected Lineup,3.83,,,,,0.97,0.57,0.54,0.39,0.29,1.22,0.12,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,MIL,Tyler Soderstrom,691016,5.0,LF,Expected Lineup,3.53,,,,,0.71,0.48,0.56,0.38,0.3,1.23,0.11,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,MIL,Henry Bolte,703607,6.0,CF,Expected Lineup,3.22,,,,,0.87,0.34,0.58,0.3,0.29,1.17,0.09,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,MIL,Max Muncy,691777,7.0,SS,Expected Lineup,3.2,,,,,0.85,0.43,0.42,0.27,0.2,0.89,0.09,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,MIL,Jeff McNeil,643446,8.0,2B,Expected Lineup,3.24,,,,,0.6,0.37,0.61,0.31,0.25,1.17,0.07,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,MIL,Zack Gelof,680869,9.0,3B,Expected Lineup,3.5,,,,,0.86,0.4,0.59,0.32,0.25,1.16,0.08,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,HOU,LAA,Jose Altuve,514888,1.0,2B,Expected Lineup,3.94,,,,,1.0,0.26,1.0,0.47,0.35,1.83,0.04,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,HOU,LAA,Jeremy Peña,665161,2.0,SS,Expected Lineup,3.82,,,,,1.01,0.3,0.84,0.42,0.3,1.57,0.04,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,HOU,LAA,Yordan Alvarez,670541,3.0,DH,Expected Lineup,3.98,,,,,1.16,0.36,1.02,0.52,0.44,1.98,0.09,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,HOU,LAA,Isaac Paredes,670623,4.0,3B,Expected Lineup,4.0,,,,,0.96,0.3,0.97,0.48,0.41,1.86,0.06,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,HOU,LAA,Christian Walker,572233,5.0,1B,Expected Lineup,3.91,,,,,1.1,0.23,1.01,0.48,0.41,1.89,0.05,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,HOU,LAA,Jake Meyers,676694,6.0,CF,Expected Lineup,3.2,,,,,0.99,0.21,0.67,0.29,0.28,1.23,0.04,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,HOU,LAA,Cam Smith,701358,7.0,RF,Expected Lineup,3.8,,,,,1.1,0.22,0.71,0.3,0.25,1.27,0.03,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,HOU,LAA,Brice Matthews,694728,8.0,LF,Expected Lineup,4.08,,,,,1.03,0.26,0.85,0.38,0.33,1.56,0.08,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,HOU,LAA,Christian Vázquez,543877,9.0,C,Expected Lineup,3.3,,,,,0.77,0.26,0.74,0.32,0.27,1.33,0.04,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,HOU,Zach Neto,687263,1.0,SS,Expected Lineup,3.79,,,,,1.0,0.39,0.44,0.31,0.22,0.97,0.1,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,HOU,Mike Trout,545361,2.0,CF,Expected Lineup,3.9,,,,,1.07,0.44,0.63,0.46,0.35,1.44,0.21,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,HOU,Wade Meckler,685133,3.0,LF,Expected Lineup,3.4,,,,,0.8,0.31,0.39,0.27,0.22,0.88,0.09,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,HOU,Oswald Peraza,672724,4.0,2B,Expected Lineup,3.35,,,,,0.78,0.25,0.32,0.22,0.18,0.72,0.07,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,HOU,Nolan Schanuel,694384,5.0,1B,Expected Lineup,3.62,,,,,0.76,0.3,0.5,0.31,0.25,1.06,0.09,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,HOU,Jo Adell,666176,6.0,RF,Expected Lineup,3.63,,,,,0.94,0.3,0.43,0.27,0.27,0.98,0.14,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,HOU,Denzer Guzman,694203,7.0,3B,Expected Lineup,3.68,,,,,0.81,0.33,0.42,0.24,0.19,0.84,0.07,True,32.0,36.0,32.0,24.0,29.0,27.0,27.0,28.0,30.0,low,low,low,low,low,low,low,low,low
hitter,LAA,HOU,Nick Madrigal,663611,8.0,DH,Expected Lineup,3.62,,,,,0.81,0.33,0.42,0.24,0.19,0.84,0.07,True,32.0,36.0,32.0,24.0,29.0,27.0,27.0,28.0,30.0,low,low,low,low,low,low,low,low,low
hitter,LAA,HOU,Logan O'Hoppe,681351,9.0,C,Expected Lineup,3.6,,,,,0.85,0.3,0.39,0.23,0.19,0.8,0.09,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
