player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,home_team,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence
hitter,DET,BAL,Riley Greene,682985.0,4.0,LF,Expected Lineup,4.5,,,,,1.73,0.16,0.98,0.45,0.4,1.84,0.05,DET,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,DET,BAL,Matt Vierling,663837.0,5.0,CF,Expected Lineup,4.07,,,,,0.98,0.15,0.49,0.25,0.22,0.95,0.05,DET,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,DET,BAL,Gage Workman,669398.0,6.0,3B,Expected Lineup,3.09,,,,,0.94,0.11,0.37,0.17,0.16,0.7,0.03,DET,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,DET,BAL,Zach McKinstry,656716.0,7.0,2B,Expected Lineup,3.63,,,,,0.96,0.13,1.31,0.5,0.45,2.27,0.04,DET,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,DET,BAL,Spencer Torkelson,679529.0,8.0,1B,Expected Lineup,2.89,,,,,0.29,0.1,0.35,0.16,0.14,0.64,0.03,DET,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,DET,BAL,Wenceel Pérez,672761.0,9.0,RF,Expected Lineup,2.2,,,,,1.17,0.08,0.26,0.12,0.1,0.48,0.02,DET,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,BAL,DET,Taylor Ward,621493.0,1.0,LF,Expected Lineup,4.53,,,,,1.22,1.27,0.524836139496175,0.4589274926021896,0.1966832111152241,1.24,0.0456516007381998,BAL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,BAL,DET,Gunnar Henderson,683002.0,2.0,SS,Expected Lineup,3.85,,,,,0.39,0.13,1.5745084184885252,0.6556107037174137,0.515122695777968,2.87,0.0365212805905598,BAL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,BAL,DET,Adley Rutschman,668939.0,3.0,C,Expected Lineup,4.58,,,,,0.98,0.76,0.5345553272646227,0.3652688206425591,0.2247808127031133,1.18,0.0456516007381998,BAL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,BAL,DET,Pete Alonso,624413.0,4.0,1B,Expected Lineup,4.43,,,,,0.44,0.16,1.6522619206361064,0.9646843211841946,1.0021477899680469,3.8,0.5021676081201981,BAL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,BAL,DET,Samuel Basallo,694212.0,5.0,DH,Expected Lineup,3.62,,,,,1.02,0.13,1.0691106545292457,0.6743424381093398,0.7118059068931921,2.59,0.4017340864961585,BAL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,BAL,DET,Tyler O'Neill,641933.0,6.0,RF,Expected Lineup,2.83,,,,,0.28,0.1,0.3304523841272213,0.1404880079394458,0.1404880079394458,0.64,0.0273909604429198,BAL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,BAL,DET,Jackson Holliday,702616.0,7.0,2B,Expected Lineup,2.2,,,,,0.89,0.08,0.2526988819796398,0.1123904063515566,0.0936586719596305,0.49,0.0273909604429198,BAL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,BAL,DET,Leody Taveras,665750.0,8.0,CF,Expected Lineup,3.27,,,,,0.97,0.12,0.3790483229694598,0.1685856095273349,0.1404880079394458,0.72,0.0365212805905598,BAL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,BAL,DET,Coby Mayo,691723.0,9.0,3B,Expected Lineup,3.11,,,,,0.31,0.74,0.3596099474325643,0.2528784142910024,0.1311221407434827,0.79,0.0273909604429198,BAL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,WSH,ATL,James Wood,695578.0,1.0,LF,Expected Lineup,3.42,,,,,0.36,0.12,0.41,0.21,0.16,0.78,0.04,WSH,False,74.0,78.0,74.0,66.0,71.0,69.0,69.0,70.0,72.0,medium,medium,medium,medium,medium,medium,medium,medium,medium
hitter,WSH,ATL,Luis García Jr.,671277.0,2.0,1B,Expected Lineup,3.06,,,,,0.31,0.11,1.07,0.47,0.37,1.91,0.03,WSH,False,74.0,78.0,74.0,66.0,71.0,69.0,69.0,70.0,72.0,medium,medium,medium,medium,medium,medium,medium,medium,medium
hitter,WSH,ATL,José Tena,677588.0,3.0,3B,Expected Lineup,3.96,,,,,0.95,0.14,0.97,0.63,0.67,2.27,0.39,WSH,False,74.0,78.0,74.0,66.0,71.0,69.0,69.0,70.0,72.0,medium,medium,medium,medium,medium,medium,medium,medium,medium
hitter,WSH,ATL,CJ Abrams,682928.0,4.0,SS,Expected Lineup,3.74,,,,,0.37,0.13,1.48,0.93,0.99,3.4,0.55,WSH,False,74.0,78.0,74.0,66.0,71.0,69.0,69.0,70.0,72.0,medium,medium,medium,medium,medium,medium,medium,medium,medium
hitter,WSH,ATL,Daylen Lile,695734.0,5.0,DH,Expected Lineup,3.91,,,,,0.39,0.14,1.06,0.47,0.42,1.95,0.04,WSH,False,74.0,78.0,74.0,66.0,71.0,69.0,69.0,70.0,72.0,medium,medium,medium,medium,medium,medium,medium,medium,medium
hitter,WSH,ATL,Jacob Young,696285.0,6.0,CF,Expected Lineup,3.87,,,,,1.08,0.14,1.11,0.64,0.77,2.52,0.44,WSH,False,74.0,78.0,74.0,66.0,71.0,69.0,69.0,70.0,72.0,medium,medium,medium,medium,medium,medium,medium,medium,medium
hitter,WSH,ATL,Dylan Crews,686611.0,7.0,RF,Expected Lineup,4.02,,,,,1.74,0.14,1.14,0.44,0.4,1.99,0.04,WSH,False,74.0,78.0,74.0,66.0,71.0,69.0,69.0,70.0,72.0,medium,medium,medium,medium,medium,medium,medium,medium,medium
hitter,WSH,ATL,Keibert Ruiz,660688.0,8.0,C,Expected Lineup,3.05,,,,,0.31,0.11,0.92,0.36,0.32,1.6,0.03,WSH,False,74.0,78.0,74.0,66.0,71.0,69.0,69.0,70.0,72.0,medium,medium,medium,medium,medium,medium,medium,medium,medium
hitter,WSH,ATL,Nasim Nuñez,683083.0,9.0,2B,Expected Lineup,3.77,,,,,1.03,0.8,0.45,0.31,0.18,0.94,0.04,WSH,False,74.0,78.0,74.0,66.0,71.0,69.0,69.0,70.0,72.0,medium,medium,medium,medium,medium,medium,medium,medium,medium
hitter,ATL,WSH,Ronald Acuña Jr.,660670.0,1.0,RF,Expected Lineup,3.96,,,,,0.96,0.14,0.9103023809162514,0.4003898097631581,0.3145919933853386,1.69,0.0374520776729487,ATL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATL,WSH,Michael Harris II,671739.0,2.0,CF,Expected Lineup,4.65,,,,,1.02,0.16,1.5758998207259836,0.6768494403139103,0.5338530796842109,2.88,0.0561781165094231,ATL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATL,WSH,Matt Olson,621566.0,3.0,1B,Expected Lineup,4.7,,,,,1.51,0.17,0.9494551714932944,0.428989081889098,0.381323628345865,1.82,0.0561781165094231,ATL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATL,WSH,Austin Riley,663586.0,4.0,3B,Expected Lineup,4.03,,,,,0.98,0.71,0.969031566781816,0.7245148938571434,0.6482501681879704,2.43,0.3745207767294877,ATL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATL,WSH,Ozzie Albies,645277.0,5.0,2B,Expected Lineup,3.85,,,,,0.39,0.14,1.3116184843309429,0.5624523518101507,0.5052538075582711,2.46,0.0468150970911859,ATL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATL,WSH,Dominic Smith,642086.0,6.0,DH,Expected Lineup,2.84,,,,,0.28,0.1,1.1647955196670312,0.6387170774793238,0.781713438109023,2.69,0.4494249320753852,ATL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATL,WSH,Ha-Seong Kim,673490.0,7.0,SS,Expected Lineup,4.38,,,,,0.44,0.71,0.9005141832719905,0.4385221725977447,0.3145919933853386,1.72,0.0468150970911859,ATL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATL,WSH,Mike Yastrzemski,573262.0,8.0,LF,Expected Lineup,2.2,,,,,0.22,0.08,0.2544931387507799,0.1143970885037594,0.0953309070864662,0.48,0.0187260388364743,ATL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATL,WSH,Sandy León,506702.0,9.0,C,Expected Lineup,3.2,,,,,0.89,0.11,0.3719515104819091,0.1620625420469926,0.1429963606296993,0.7,0.0374520776729487,ATL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,SEA,KC,Rob Refsnyder,608701.0,1.0,DH,Expected Lineup,2.2,,,,,0.22,0.08,0.26,0.13,0.1,0.5,0.03,SEA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,SEA,KC,Julio Rodríguez,677594.0,2.0,CF,Expected Lineup,4.21,,,,,0.42,0.15,1.58,0.69,0.55,2.81,0.05,SEA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,SEA,KC,Josh Naylor,647304.0,3.0,1B,Expected Lineup,4.34,,,,,1.0,0.15,0.52,0.26,0.23,1.02,0.05,SEA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,SEA,KC,Randy Arozarena,668227.0,4.0,LF,Expected Lineup,3.97,,,,,0.4,0.74,0.95,0.74,0.66,2.35,0.38,SEA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,SEA,KC,Connor Joe,,5.0,RF,Expected Lineup,2.66,,,,,0.27,0.09,0.32,0.16,0.14,0.62,0.03,SEA,True,32.0,36.0,32.0,24.0,29.0,27.0,27.0,28.0,30.0,low,low,low,low,low,low,low,low,low
hitter,SEA,KC,J.P. Crawford,641487.0,6.0,SS,Expected Lineup,2.2,,,,,1.09,0.08,0.26,0.12,0.12,0.5,0.02,SEA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,SEA,KC,Mitch Garver,641598.0,7.0,C,Expected Lineup,3.65,,,,,1.02,0.83,0.44,0.31,0.17,0.92,0.04,SEA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,SEA,KC,Colt Emerson,806068.0,8.0,3B,Expected Lineup,3.26,,,,,1.04,0.7,0.39,0.27,0.15,0.81,0.04,SEA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,SEA,KC,Cole Young,702284.0,9.0,2B,Expected Lineup,4.06,,,,,0.41,0.75,0.91,0.47,0.33,1.71,0.04,SEA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,KC,SEA,Maikel Garcia,672580.0,1.0,3B,Expected Lineup,3.76,,,,,0.38,0.13,0.4469653133435002,0.2263198275252078,0.1771198650197278,0.86,0.039113116623988,KC,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,KC,SEA,Bobby Witt Jr.,677951.0,2.0,SS,Expected Lineup,4.13,,,,,1.25,0.14,0.9336608767619782,0.4231196775471276,0.3345597450372637,1.71,0.0488913957799851,KC,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,KC,SEA,Vinnie Pasquantino,686469.0,3.0,1B,Expected Lineup,3.63,,,,,1.17,0.73,0.4370327508247557,0.3345597450372637,0.1869598575208238,0.96,0.039113116623988,KC,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,KC,SEA,Salvador Perez,521692.0,4.0,C,Expected Lineup,3.89,,,,,0.39,0.14,1.6289402530740895,0.9839992501095992,1.033199212615079,3.68,0.5378053535798362,KC,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,KC,SEA,Carter Jensen,695600.0,5.0,DH,Expected Lineup,2.2,,,,,0.95,0.08,0.2582466254873556,0.1279199025142479,0.1180799100131518,0.51,0.019556558311994,KC,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,KC,SEA,Jac Caglianone,695506.0,6.0,RF,Expected Lineup,2.8,,,,,0.94,0.1,0.9435934392807226,0.3542397300394556,0.3640797225405516,1.69,0.029334837467991,KC,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,KC,SEA,Isaac Collins,686555.0,7.0,LF,Expected Lineup,3.5,,,,,0.35,0.12,0.4171676257872668,0.1869598575208238,0.1574398800175358,0.77,0.039113116623988,KC,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,KC,SEA,Michael Massey,686681.0,8.0,2B,Expected Lineup,2.2,,,,,1.1,0.08,0.2582466254873556,0.1180799100131518,0.0983999250109599,0.48,0.019556558311994,KC,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,KC,SEA,Kyle Isbel,664728.0,9.0,CF,Expected Lineup,2.2,,,,,0.22,0.08,0.2582466254873556,0.1180799100131518,0.0983999250109599,0.48,0.019556558311994,KC,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAD,MIL,Shohei Ohtani,660271.0,1.0,DH,Expected Lineup,4.46,,,,,0.96,0.78,0.99,0.77,0.6,2.35,0.39,LAD,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAD,MIL,Mookie Betts,605141.0,2.0,SS,Expected Lineup,4.46,,,,,0.45,0.74,1.52,0.78,0.53,2.83,0.05,LAD,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAD,MIL,Freddie Freeman,518692.0,3.0,1B,Expected Lineup,3.82,,,,,1.04,0.13,0.99,0.45,0.4,1.84,0.04,LAD,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAD,MIL,Kyle Tucker,663656.0,4.0,RF,Expected Lineup,4.18,,,,,0.42,1.17,0.99,0.65,0.41,2.05,0.05,LAD,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAD,MIL,Andy Pages,681624.0,5.0,CF,Expected Lineup,4.14,,,,,1.08,0.14,0.5,0.25,0.22,0.97,0.05,LAD,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAD,MIL,Will Smith,669257.0,6.0,C,Expected Lineup,3.91,,,,,0.39,0.14,0.88,0.35,0.36,1.6,0.04,LAD,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAD,MIL,Max Muncy,571970.0,7.0,3B,Expected Lineup,3.79,,,,,0.38,0.8,0.97,0.49,0.34,1.8,0.04,LAD,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAD,MIL,Teoscar Hernández,606192.0,8.0,LF,Expected Lineup,4.08,,,,,0.41,0.76,0.94,0.65,0.57,2.17,0.38,LAD,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAD,MIL,Hyeseong Kim,808975.0,9.0,2B,Expected Lineup,3.43,,,,,0.34,0.12,0.84,0.33,0.3,1.46,0.04,LAD,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,MIL,LAD,Jackson Chourio,694192.0,1.0,LF,Expected Lineup,4.93,,,,,1.12,0.77,0.59,0.41,0.23,1.23,0.05,MIL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,MIL,LAD,Brice Turang,668930.0,2.0,2B,Expected Lineup,5.0,,,,,1.78,0.74,1.0,0.57,0.36,1.94,0.06,MIL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,MIL,LAD,William Contreras,661388.0,3.0,C,Expected Lineup,4.35,,,,,1.01,0.75,1.83,0.9,0.71,3.44,0.05,MIL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,MIL,LAD,Gary Sánchez,596142.0,4.0,DH,Expected Lineup,3.81,,,,,0.38,0.85,0.46,0.37,0.2,1.03,0.04,MIL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,MIL,LAD,Andrew Vaughn,683734.0,5.0,1B,Expected Lineup,4.32,,,,,0.43,0.74,1.5,0.77,0.59,2.86,0.05,MIL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,MIL,LAD,Luis Rengifo,650859.0,6.0,3B,Expected Lineup,3.27,,,,,0.33,0.11,0.39,0.17,0.17,0.74,0.04,MIL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,MIL,LAD,Sal Frelick,686217.0,7.0,RF,Expected Lineup,3.3,,,,,0.33,0.12,0.4,0.18,0.15,0.73,0.04,MIL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,MIL,LAD,Blake Perkins,663368.0,8.0,CF,Expected Lineup,2.82,,,,,0.94,0.1,0.34,0.15,0.13,0.62,0.03,MIL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,MIL,LAD,Joey Ortiz,687401.0,9.0,SS,Expected Lineup,3.96,,,,,0.4,0.74,0.47,0.31,0.18,0.97,0.04,MIL,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,TEX,LAA,Evan Carter,694497.0,1.0,CF,Expected Lineup,2.57,,,,,0.26,0.09,0.31,0.16,0.12,0.58,0.03,TEX,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,TEX,LAA,Brandon Nimmo,607043.0,2.0,RF,Expected Lineup,3.65,,,,,0.39,0.13,0.95,0.43,0.34,1.72,0.05,TEX,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,TEX,LAA,Josh Jung,673962.0,3.0,3B,Expected Lineup,4.83,,,,,0.48,0.75,1.76,0.88,0.69,3.33,0.06,TEX,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,TEX,LAA,Joc Pederson,592626.0,4.0,DH,Expected Lineup,2.73,,,,,0.27,0.1,0.33,0.17,0.14,0.64,0.03,TEX,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,TEX,LAA,Ezequiel Duran,677649.0,5.0,SS,Expected Lineup,4.65,,,,,2.04,0.16,1.08,0.71,0.75,2.54,0.43,TEX,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,TEX,LAA,Alejandro Osuna,696030.0,6.0,LF,Expected Lineup,3.6,,,,,0.36,0.13,1.03,0.4,0.41,1.85,0.04,TEX,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,TEX,LAA,Jake Burger,669394.0,7.0,1B,Expected Lineup,4.63,,,,,0.46,0.16,1.6,0.87,0.91,3.38,0.55,TEX,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,TEX,LAA,Justin Foscue,679822.0,8.0,2B,Expected Lineup,4.11,,,,,1.06,0.14,1.71,0.65,0.59,2.94,0.05,TEX,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,TEX,LAA,Danny Jansen,643376.0,9.0,C,Expected Lineup,2.2,,,,,0.95,0.08,0.26,0.12,0.1,0.48,0.02,TEX,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,TEX,Vaughn Grissom,687093.0,1.0,3B,Expected Lineup,2.27,,,,,0.23,0.08,0.2707095334562072,0.1404862013940684,0.1103820153810537,0.52,0.0301210853212313,LAA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,TEX,Mike Trout,545361.0,2.0,CF,Expected Lineup,4.09,,,,,0.41,1.14,0.4912876718279315,0.441528061524215,0.1906598447490928,1.12,0.0502018088687188,LAA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,TEX,Nolan Schanuel,694384.0,3.0,1B,Expected Lineup,4.74,,,,,0.47,0.75,0.9825753436558632,0.5619448055762737,0.4013891468401955,1.94,0.0502018088687188,LAA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,TEX,Jorge Soler,624585.0,4.0,DH,Expected Lineup,4.59,,,,,0.98,0.16,1.032706738740346,0.6823615496283323,0.712465735641347,2.42,0.4116548327234945,LAA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,TEX,Jo Adell,666176.0,5.0,RF,Expected Lineup,3.16,,,,,0.32,0.11,1.333495109247243,0.8629866657064202,0.9231950377324496,3.1,0.5321391740084198,LAA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,TEX,Zach Neto,687263.0,6.0,SS,Expected Lineup,4.12,,,,,1.31,0.14,0.4912876718279315,0.2207640307621075,0.2207640307621075,0.93,0.0502018088687188,LAA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,TEX,Josh Lowe,666139.0,7.0,LF,Expected Lineup,4.11,,,,,1.51,0.14,0.96252278562207,0.5519100769052688,0.5820142629182834,2.09,0.3815337474022632,LAA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,TEX,Logan O'Hoppe,681351.0,8.0,C,Expected Lineup,3.67,,,,,1.27,0.73,0.4411562767434487,0.2910071314591417,0.170590387407083,0.91,0.040161447094975,LAA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,LAA,TEX,Adam Frazier,624428.0,9.0,2B,Expected Lineup,3.03,,,,,0.3,0.11,0.8722862744700008,0.3411807748141661,0.3110765888011514,1.52,0.0301210853212313,LAA,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,SD,Nick Kurtz,701762.0,1.0,1B,Expected Lineup,4.86,,,,,1.03,1.21,0.97,0.65,0.35,1.98,0.05,ATH,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,SD,Shea Langeliers,669127.0,2.0,C,Expected Lineup,3.32,,,,,0.33,0.12,0.4,0.2,0.15,0.76,0.04,ATH,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,SD,Tyler Soderstrom,691016.0,3.0,LF,Expected Lineup,4.58,,,,,1.54,0.16,1.51,0.66,0.59,2.76,0.05,ATH,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,SD,Brent Rooker,667670.0,4.0,DH,Expected Lineup,5.0,,,,,1.07,0.17,1.03,0.48,0.43,1.94,0.06,ATH,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,SD,Carlos Cortes,666126.0,5.0,RF,Expected Lineup,5.0,,,,,1.06,0.78,1.01,0.58,0.42,2.01,0.06,ATH,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,SD,Zack Gelof,680869.0,6.0,3B,Expected Lineup,4.18,,,,,0.98,0.15,0.5,0.22,0.22,0.95,0.05,ATH,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
hitter,ATH,SD,Lawrence Butler,671732.0,7.0,CF,Expected Lineup,2.2,,,,,0.96,0.08,0.26,0.12,0.1,0.48,0.02,ATH,False,88.0,92.0,88.0,80.0,85.0,83.0,83.0,84.0,86.0,high,high,high,high,high,high,high,high,high
