player_type,team,opponent,player_name,mlb_id,lineup_spot,pos,lineup_status,proj_pa,proj_ip,proj_outs,proj_runs_allowed,proj_hits_allowed,proj_strikeouts,proj_walks,proj_hits,proj_runs,proj_rbi,proj_hrrbi,proj_hr,used_fallback,confidence_score,proj_pa_confidence_score,proj_hits_confidence_score,proj_hr_confidence_score,proj_strikeouts_confidence_score,proj_runs_confidence_score,proj_rbi_confidence_score,proj_hrrbi_confidence_score,proj_walks_confidence_score,confidence,proj_pa_confidence,proj_hits_confidence,proj_hr_confidence,proj_strikeouts_confidence,proj_runs_confidence,proj_rbi_confidence,proj_hrrbi_confidence,proj_walks_confidence,game_date
pitcher,COL,NYM,Tomoyuki Sugano,608372,,,,,4.93,15.0,2.68,4.86,4.01,2.11,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,BOS,DET,Payton Tolle,801139,,,,,5.42,16.0,2.16,3.99,6.67,2.02,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,TB,TOR,Nick Martinez,607259,,,,,5.51,17.0,2.57,5.06,5.06,1.81,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,TOR,TB,Eric Lauer,641778,,,,,5.13,15.0,2.51,4.45,3.81,1.9,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,MIA,PHI,Janson Junk,676083,,,,,5.05,15.0,2.57,4.55,4.46,1.75,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,PHI,MIA,Aaron Nola,605400,,,,,5.03,15.0,2.65,4.76,4.95,1.94,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,NYY,BAL,Cam Schlittler,693645,,,,,5.95,18.0,2.17,4.12,7.58,1.88,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,BAL,NYY,Shane Baz,669358,,,,,5.57,17.0,2.75,5.1,6.31,2.15,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,CHC,CIN,Edward Cabrera,665795,,,,,5.76,17.0,2.76,5.03,5.65,2.18,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,KC,CLE,Michael Wacha,608379,,,,,5.39,16.0,2.46,4.38,5.43,2.07,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,CLE,KC,Tanner Bibee,676440,,,,,5.44,16.0,2.53,4.67,5.26,2.01,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,STL,MIL,Kyle Leahy,681517,,,,,5.39,16.0,2.64,4.91,5.27,1.89,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
pitcher,MIL,STL,Chad Patrick,694477,,,,,4.88,15.0,2.59,4.14,4.69,2.22,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04
