accuracy,roc_auc,brier,log_loss,nrfi_rate,n,model_type,features
0.5136075949367088,0.5227878531114246,0.24936751911199176,0.6918739846862542,0.48037974683544304,3160,lr,55
0.5316455696202531,0.5291215122147707,0.24905694011255192,0.6912712157433275,0.48037974683544304,3160,gb,55
0.5246835443037975,0.5229001875985936,0.24933878693557532,0.6918351414001516,0.48037974683544304,3160,rf,55
0.5300632911392406,0.5287847093505622,0.24919564217475834,0.6915585028045057,0.48037974683544304,3160,xgb,55
